StudentID,Skills,Interests,Availability,PreferredProjectType,SuggestedProject
S0677,"React, Java, NodeJS",Finance,Part-time,Research,Automated Resume Screener
S0678,"C++, Keras, Flask",Healthcare,Part-time,Creative,Smart Attendance System
S0679,"Java, Python, AI, React",Cybersecurity,Part-time,Research,Automated Resume Screener
S0680,"NodeJS, ML",Finance,Part-time,Creative,Chatbot for Students
S0681,"NodeJS, C++, Flask",Healthcare,Part-time,Research,Mental Health UI Toolkit
S0682,"Keras, Figma, Python, ML",Education,Part-time,Technical,Blockchain Voting System
S0683,"NodeJS, Figma",Education,Full-time,Research,Finance Tracker Web App
S0684,"Figma, TensorFlow",Climate,Part-time,Research,E-learning Gamification Platform
S0685,"JavaScript, Flask, NodeJS, React",Healthcare,Full-time,Creative,Mental Health UI Toolkit
S0686,"Keras, JavaScript",Healthcare,Part-time,Research,AI-powered Diet Planner
S0687,"JavaScript, TensorFlow, NodeJS",Automation,Full-time,Research,Voice-based Email Client
S0688,"Django, Python",Social Impact,Full-time,Creative,E-learning Gamification Platform
S0689,"JavaScript, Figma",Finance,Full-time,Creative,Finance Tracker Web App
S0690,"NodeJS, JavaScript, C++",Automation,Full-time,Research,Blockchain Voting System
S0691,"ML, Python, React, Keras",Healthcare,Full-time,Technical,Automated Resume Screener
S0692,"Keras, NodeJS",Automation,Full-time,Research,Chatbot for Students
S0693,"Flask, JavaScript, Python",Healthcare,Part-time,Creative,AI-powered Diet Planner
S0694,"ML, Flask",Automation,Part-time,Creative,Automated Resume Screener
S0695,"AI, TensorFlow",Automation,Full-time,Technical,AI-powered Diet Planner
S0696,"Python, ML",Climate,Part-time,Technical,Blockchain Voting System
S0697,"TensorFlow, Flask, JavaScript, React",Social Impact,Part-time,Technical,Chatbot for Students
S0698,"NodeJS, Django, React",Education,Part-time,Technical,Automated Resume Screener
S0699,"Keras, Python, C++",Healthcare,Part-time,Creative,Mental Health UI Toolkit
S0700,"JavaScript, Flask, NodeJS",Automation,Full-time,Research,AI-powered Diet Planner
S0701,"NodeJS, TensorFlow",Automation,Part-time,Technical,Smart Attendance System
S0702,"Figma, Django",Automation,Full-time,Creative,Finance Tracker Web App
S0703,"ML, Python, Keras",Healthcare,Full-time,Research,E-learning Gamification Platform
S0704,"TensorFlow, AI, JavaScript",Healthcare,Full-time,Creative,Mental Health UI Toolkit
S0705,"Python, Figma",Finance,Full-time,Research,Mental Health UI Toolkit
S0706,"Java, C++, Flask",Automation,Part-time,Creative,Chatbot for Students
S0707,"TensorFlow, React",Climate,Part-time,Technical,E-learning Gamification Platform
S0708,"Keras, Django, AI",Climate,Full-time,Technical,Finance Tracker Web App
S0709,"NodeJS, Java",Automation,Full-time,Creative,Finance Tracker Web App
S0710,"ML, Figma, NodeJS, TensorFlow",Social Impact,Part-time,Technical,Chatbot for Students
S0711,"React, ML, Java, Keras",Education,Full-time,Technical,Voice-based Email Client
S0712,"TensorFlow, Flask, NodeJS, Python",Climate,Full-time,Research,Voice-based Email Client
S0713,"Keras, NodeJS",Cybersecurity,Full-time,Research,Automated Resume Screener
S0714,"AI, Figma",Cybersecurity,Full-time,Creative,Blockchain Voting System
S0715,"JavaScript, Django, ML",Social Impact,Full-time,Technical,Finance Tracker Web App
S0716,"TensorFlow, React",Finance,Full-time,Research,AI-powered Diet Planner
S0717,"JavaScript, TensorFlow, React",Cybersecurity,Full-time,Technical,Chatbot for Students
S0718,"Keras, Figma",Finance,Full-time,Research,Automated Resume Screener
S0719,"NodeJS, Flask",Finance,Part-time,Research,Automated Resume Screener
S0720,"JavaScript, NodeJS",Cybersecurity,Part-time,Research,Finance Tracker Web App
S0721,"Figma, AI",Healthcare,Part-time,Creative,Blockchain Voting System
S0722,"Figma, React",Education,Part-time,Technical,Automated Resume Screener
S0723,"TensorFlow, C++, Flask, JavaScript",Finance,Part-time,Creative,Finance Tracker Web App
S0724,"Keras, Java, Python, NodeJS",Healthcare,Full-time,Technical,Blockchain Voting System
S0725,"Django, TensorFlow, Flask",Automation,Part-time,Creative,AI-powered Diet Planner
S0726,"Flask, NodeJS, Java, AI",Education,Part-time,Research,AI-powered Diet Planner
S0727,"React, TensorFlow, Java",Social Impact,Full-time,Research,Smart Attendance System
S0728,"TensorFlow, Flask, Keras, React",Climate,Part-time,Creative,Automated Resume Screener
S0729,"AI, TensorFlow",Social Impact,Part-time,Creative,AI-powered Diet Planner
S0730,"Keras, C++",Finance,Full-time,Creative,E-learning Gamification Platform
S0731,"AI, Python, React, Django",Finance,Full-time,Technical,Mental Health UI Toolkit
S0732,"Django, TensorFlow",Cybersecurity,Full-time,Creative,Voice-based Email Client
S0733,"Figma, Django, Java, JavaScript",Climate,Part-time,Technical,Mental Health UI Toolkit
S0734,"Python, Java, TensorFlow",Social Impact,Full-time,Creative,Automated Resume Screener
S0735,"Python, TensorFlow, Figma",Social Impact,Part-time,Creative,Voice-based Email Client
S0736,"Django, ML",Education,Part-time,Creative,E-learning Gamification Platform
S0737,"C++, React",Education,Part-time,Creative,E-learning Gamification Platform
S0738,"Keras, AI, JavaScript, Java",Healthcare,Part-time,Technical,Chatbot for Students
S0739,"React, Java, AI, Figma",Finance,Part-time,Technical,Chatbot for Students
S0740,"C++, Keras",Finance,Part-time,Technical,Smart Attendance System
S0741,"C++, Python, Java",Cybersecurity,Full-time,Creative,Blockchain Voting System
S0742,"Figma, Django, AI, C++",Climate,Full-time,Research,Mental Health UI Toolkit
S0743,"Flask, Python, Figma, ML",Automation,Full-time,Research,E-learning Gamification Platform
S0744,"AI, JavaScript, Keras, Django",Social Impact,Part-time,Research,Chatbot for Students
S0745,"Java, Figma",Healthcare,Part-time,Research,Smart Attendance System
S0746,"React, Figma, JavaScript, Keras",Climate,Part-time,Creative,Blockchain Voting System
S0747,"JavaScript, React, AI",Climate,Part-time,Research,AI-powered Diet Planner
S0748,"TensorFlow, Django, NodeJS",Cybersecurity,Part-time,Creative,Voice-based Email Client
S0749,"Java, Django, Python, React",Social Impact,Full-time,Research,Automated Resume Screener
S0750,"AI, Keras, Flask, Figma",Climate,Full-time,Research,Voice-based Email Client
S0751,"TensorFlow, JavaScript",Education,Full-time,Technical,Smart Attendance System
S0752,"Keras, TensorFlow, Flask",Healthcare,Full-time,Creative,Smart Attendance System
S0753,"JavaScript, C++",Education,Full-time,Creative,Finance Tracker Web App
S0754,"Python, NodeJS, ML, Java",Cybersecurity,Full-time,Technical,Finance Tracker Web App
S0755,"C++, Flask, Django",Cybersecurity,Part-time,Technical,AI-powered Diet Planner
S0756,"Java, ML",Cybersecurity,Full-time,Technical,Automated Resume Screener
S0757,"C++, Flask, Figma, Django",Education,Full-time,Creative,Finance Tracker Web App
S0758,"Figma, Flask",Healthcare,Part-time,Creative,Chatbot for Students
S0759,"ML, Flask",Cybersecurity,Part-time,Research,Smart Attendance System
S0760,"ML, React, Figma, Django",Healthcare,Full-time,Research,AI-powered Diet Planner
S0761,"Flask, NodeJS, JavaScript",Finance,Part-time,Research,Mental Health UI Toolkit
S0762,"TensorFlow, Java, AI, NodeJS",Cybersecurity,Full-time,Technical,Automated Resume Screener
S0763,"TensorFlow, Keras, Figma, AI",Cybersecurity,Part-time,Technical,E-learning Gamification Platform
S0764,"Java, C++",Healthcare,Full-time,Research,Blockchain Voting System
S0765,"C++, Java",Climate,Full-time,Technical,Finance Tracker Web App
S0766,"Python, JavaScript",Climate,Part-time,Research,Voice-based Email Client
S0767,"Django, NodeJS",Healthcare,Full-time,Technical,Finance Tracker Web App
S0768,"Django, Keras",Healthcare,Part-time,Creative,Smart Attendance System
S0769,"Django, ML",Finance,Full-time,Research,Mental Health UI Toolkit
S0770,"C++, ML",Social Impact,Part-time,Technical,Smart Attendance System
S0771,"TensorFlow, Python, Figma, NodeJS",Automation,Full-time,Technical,E-learning Gamification Platform
S0772,"C++, TensorFlow, React, Django",Healthcare,Full-time,Technical,Smart Attendance System
S0773,"React, Figma, AI, ML",Social Impact,Full-time,Creative,Finance Tracker Web App
S0774,"TensorFlow, Figma, NodeJS, Django",Automation,Full-time,Technical,Voice-based Email Client
S0775,"TensorFlow, C++, NodeJS, Flask",Education,Part-time,Research,Blockchain Voting System
S0776,"React, JavaScript",Healthcare,Full-time,Creative,Voice-based Email Client
S0777,"Figma, NodeJS, Python, TensorFlow",Healthcare,Full-time,Research,AI-powered Diet Planner
S0778,"Java, JavaScript, TensorFlow",Automation,Full-time,Creative,Voice-based Email Client
S0779,"JavaScript, NodeJS, Java, C++",Cybersecurity,Full-time,Creative,Finance Tracker Web App
S0780,"NodeJS, JavaScript, Django, TensorFlow",Automation,Full-time,Research,Automated Resume Screener
S0781,"TensorFlow, React",Automation,Full-time,Creative,Voice-based Email Client
S0782,"AI, Flask, NodeJS, Figma",Climate,Part-time,Technical,Voice-based Email Client
S0783,"Keras, TensorFlow, Django",Education,Full-time,Research,Finance Tracker Web App
S0784,"Flask, Python, React",Healthcare,Part-time,Research,E-learning Gamification Platform
S0785,"React, Figma, C++, TensorFlow",Automation,Full-time,Technical,Finance Tracker Web App
S0786,"React, Python, Figma",Social Impact,Part-time,Creative,AI-powered Diet Planner
S0787,"JavaScript, Figma, Java, AI",Education,Full-time,Technical,Blockchain Voting System
S0788,"Java, AI",Education,Full-time,Technical,Blockchain Voting System
S0789,"ML, JavaScript, Django, Figma",Climate,Part-time,Research,Chatbot for Students
S0790,"JavaScript, C++",Cybersecurity,Full-time,Technical,Mental Health UI Toolkit
S0791,"C++, Keras, Django, ML",Climate,Full-time,Creative,Voice-based Email Client
S0792,"TensorFlow, Figma",Finance,Full-time,Creative,Smart Attendance System
S0793,"React, Keras",Finance,Full-time,Creative,Voice-based Email Client
S0794,"Keras, C++, TensorFlow, NodeJS",Climate,Full-time,Research,Chatbot for Students
S0795,"Figma, ML",Social Impact,Part-time,Technical,Voice-based Email Client
S0796,"NodeJS, ML, Flask",Climate,Part-time,Technical,Smart Attendance System
S0797,"Figma, Django",Education,Part-time,Technical,Voice-based Email Client
S0798,"NodeJS, Figma, Java",Finance,Part-time,Creative,Automated Resume Screener
S0799,"JavaScript, C++",Climate,Full-time,Research,Blockchain Voting System
S0800,"NodeJS, TensorFlow, Python",Education,Full-time,Research,AI-powered Diet Planner
S0801,"NodeJS, AI",Healthcare,Full-time,Research,E-learning Gamification Platform
S0802,"C++, TensorFlow, Flask",Social Impact,Part-time,Creative,Blockchain Voting System
S0803,"Flask, Keras, Figma",Cybersecurity,Full-time,Technical,Automated Resume Screener
S0804,"Figma, JavaScript",Education,Full-time,Technical,Automated Resume Screener
S0805,"Figma, React",Finance,Full-time,Technical,Smart Attendance System
S0806,"Flask, Python, JavaScript",Cybersecurity,Full-time,Technical,Smart Attendance System
S0807,"Keras, C++, Flask",Climate,Full-time,Research,Smart Attendance System
S0808,"NodeJS, Keras",Climate,Part-time,Technical,Mental Health UI Toolkit
S0809,"React, Keras, Django",Climate,Full-time,Research,Voice-based Email Client
S0810,"Java, Flask, NodeJS, ML",Automation,Full-time,Creative,E-learning Gamification Platform
S0811,"React, Flask, ML, C++",Finance,Part-time,Creative,Automated Resume Screener
S0812,"Flask, Keras, NodeJS, ML",Automation,Full-time,Research,Chatbot for Students
S0813,"Python, Figma",Climate,Part-time,Research,Smart Attendance System
S0814,"ML, Python, NodeJS, Flask",Automation,Part-time,Technical,AI-powered Diet Planner
S0815,"AI, JavaScript, React",Healthcare,Part-time,Research,Finance Tracker Web App
S0816,"NodeJS, Flask, Django, Java",Cybersecurity,Part-time,Technical,Chatbot for Students
S0817,"JavaScript, C++, Python, AI",Automation,Full-time,Creative,AI-powered Diet Planner
S0818,"TensorFlow, JavaScript, Python",Education,Full-time,Research,Automated Resume Screener
S0819,"Java, Flask",Healthcare,Full-time,Technical,Automated Resume Screener
S0820,"NodeJS, Python",Education,Part-time,Research,Finance Tracker Web App
S0821,"AI, Django, React, ML",Climate,Full-time,Technical,Mental Health UI Toolkit
S0822,"Flask, Keras, Figma",Automation,Part-time,Technical,AI-powered Diet Planner
S0823,"AI, Python",Social Impact,Part-time,Creative,Chatbot for Students
S0824,"React, Figma, C++",Social Impact,Full-time,Creative,Chatbot for Students
S0825,"JavaScript, ML, NodeJS, Keras",Healthcare,Full-time,Creative,Automated Resume Screener
S0826,"AI, Java, NodeJS, C++",Healthcare,Part-time,Creative,E-learning Gamification Platform
S0827,"TensorFlow, Flask",Climate,Full-time,Research,Mental Health UI Toolkit
S0828,"C++, TensorFlow, Keras, JavaScript",Automation,Part-time,Creative,Chatbot for Students
S0829,"Flask, Figma",Education,Part-time,Research,AI-powered Diet Planner
S0830,"NodeJS, React",Automation,Part-time,Technical,Blockchain Voting System
S0831,"C++, Django",Social Impact,Part-time,Research,Finance Tracker Web App
S0832,"NodeJS, JavaScript, Python, Keras",Climate,Part-time,Technical,Automated Resume Screener
S0833,"TensorFlow, Flask",Cybersecurity,Full-time,Creative,E-learning Gamification Platform
S0834,"JavaScript, Django, Flask, Python",Climate,Full-time,Research,Blockchain Voting System
S0835,"Django, JavaScript",Healthcare,Part-time,Creative,Blockchain Voting System
S0836,"JavaScript, Figma, Java",Finance,Full-time,Creative,Smart Attendance System
S0837,"JavaScript, AI, Java",Finance,Full-time,Creative,AI-powered Diet Planner
S0838,"Python, Java, Flask",Finance,Full-time,Technical,E-learning Gamification Platform
S0839,"Figma, C++, ML, Python",Education,Full-time,Technical,AI-powered Diet Planner
S0840,"NodeJS, TensorFlow, Java, ML",Social Impact,Full-time,Technical,Blockchain Voting System
S0841,"JavaScript, Figma, TensorFlow, ML",Social Impact,Full-time,Creative,Mental Health UI Toolkit
S0842,"ML, Java, JavaScript, React",Social Impact,Part-time,Research,Automated Resume Screener
S0843,"Keras, Java, Figma",Healthcare,Full-time,Creative,Automated Resume Screener
S0844,"Python, Figma",Social Impact,Part-time,Creative,Mental Health UI Toolkit
S0845,"AI, NodeJS, TensorFlow, Keras",Education,Part-time,Research,Smart Attendance System
S0846,"Flask, C++, React, NodeJS",Automation,Part-time,Research,E-learning Gamification Platform
S0847,"ML, Django, C++, AI",Automation,Part-time,Research,AI-powered Diet Planner
S0848,"Django, Flask, C++, AI",Cybersecurity,Full-time,Technical,Blockchain Voting System
S0849,"JavaScript, C++",Automation,Part-time,Technical,Voice-based Email Client
S0850,"Figma, C++, React",Healthcare,Full-time,Research,AI-powered Diet Planner
S0851,"ML, AI, Keras, React",Cybersecurity,Part-time,Creative,Voice-based Email Client
S0852,"Keras, JavaScript",Finance,Full-time,Research,E-learning Gamification Platform
S0853,"Java, AI, Django, C++",Education,Full-time,Technical,AI-powered Diet Planner
S0854,"Python, Django, React",Healthcare,Full-time,Creative,Smart Attendance System
S0855,"ML, NodeJS",Finance,Full-time,Creative,Chatbot for Students
S0856,"C++, JavaScript, Java",Social Impact,Full-time,Technical,E-learning Gamification Platform
S0857,"C++, Flask, Django, ML",Healthcare,Part-time,Research,Smart Attendance System
S0858,"Python, ML, C++, Figma",Healthcare,Full-time,Technical,Mental Health UI Toolkit
S0859,"JavaScript, Figma, TensorFlow, ML",Education,Full-time,Creative,Chatbot for Students
S0860,"NodeJS, Flask",Education,Part-time,Technical,Mental Health UI Toolkit
S0861,"C++, Python, JavaScript, NodeJS",Climate,Full-time,Research,E-learning Gamification Platform
S0862,"JavaScript, C++",Climate,Part-time,Research,Chatbot for Students
S0863,"AI, NodeJS, React, Python",Education,Full-time,Research,Mental Health UI Toolkit
S0864,"ML, C++, Java",Finance,Full-time,Research,Voice-based Email Client
S0865,"Java, Keras, JavaScript, AI",Climate,Part-time,Research,E-learning Gamification Platform
S0866,"NodeJS, Figma",Social Impact,Full-time,Technical,Voice-based Email Client
S0867,"Java, React, Flask",Automation,Part-time,Technical,AI-powered Diet Planner
S0868,"Python, C++",Education,Full-time,Creative,Smart Attendance System
S0869,"Flask, Python",Social Impact,Full-time,Technical,AI-powered Diet Planner
S0870,"NodeJS, TensorFlow",Climate,Full-time,Creative,E-learning Gamification Platform
S0871,"Flask, Figma",Climate,Full-time,Research,Smart Attendance System
S0872,"Django, JavaScript",Cybersecurity,Full-time,Creative,Finance Tracker Web App
S0873,"React, AI",Social Impact,Part-time,Technical,Smart Attendance System
S0874,"Keras, JavaScript, NodeJS",Education,Full-time,Creative,Automated Resume Screener
S0875,"AI, React, JavaScript",Climate,Full-time,Creative,Chatbot for Students
S0876,"AI, React, Python, Django",Climate,Full-time,Research,Finance Tracker Web App
S0877,"Keras, NodeJS, React, Flask",Climate,Full-time,Research,Blockchain Voting System
S0878,"Java, Django, ML, Python",Education,Part-time,Creative,Smart Attendance System
S0879,"Python, Flask, NodeJS",Education,Full-time,Technical,Chatbot for Students
S0880,"Java, JavaScript, Django",Education,Part-time,Research,Mental Health UI Toolkit
S0881,"React, Python, Figma",Finance,Full-time,Technical,Mental Health UI Toolkit
S0882,"JavaScript, NodeJS, Keras",Social Impact,Part-time,Research,E-learning Gamification Platform
S0883,"Flask, React, Figma",Social Impact,Full-time,Creative,Voice-based Email Client
S0884,"React, Python, ML, Flask",Climate,Part-time,Research,Mental Health UI Toolkit
S0885,"TensorFlow, React, Figma",Social Impact,Full-time,Creative,Voice-based Email Client
S0886,"JavaScript, TensorFlow, C++",Healthcare,Full-time,Technical,Smart Attendance System
S0887,"Java, AI, Python, Figma",Climate,Part-time,Technical,Blockchain Voting System
S0888,"Keras, NodeJS, Django",Cybersecurity,Full-time,Technical,Chatbot for Students
S0889,"Django, Python",Finance,Part-time,Research,Voice-based Email Client
S0890,"Flask, Figma, Java, NodeJS",Education,Part-time,Research,Chatbot for Students
S0891,"Python, C++, JavaScript, React",Finance,Part-time,Research,Automated Resume Screener
S0892,"C++, React, Flask",Climate,Full-time,Technical,E-learning Gamification Platform
S0893,"JavaScript, Django, Flask",Cybersecurity,Part-time,Research,E-learning Gamification Platform
S0894,"Figma, Python, React, Keras",Education,Full-time,Technical,AI-powered Diet Planner
S0895,"Python, C++",Automation,Part-time,Research,Chatbot for Students
S0896,"Python, NodeJS, React",Finance,Full-time,Technical,Automated Resume Screener
S0897,"JavaScript, React, Flask, Django",Finance,Part-time,Research,Voice-based Email Client
S0898,"Django, Keras, C++",Education,Full-time,Technical,Chatbot for Students
S0899,"Java, AI",Social Impact,Part-time,Technical,Blockchain Voting System
S0900,"AI, ML",Finance,Part-time,Creative,Mental Health UI Toolkit
S0901,"TensorFlow, NodeJS, React",Healthcare,Full-time,Technical,Automated Resume Screener
S0902,"Keras, NodeJS, React, Java",Automation,Full-time,Technical,E-learning Gamification Platform
S0903,"ML, Java, TensorFlow",Social Impact,Part-time,Creative,Automated Resume Screener
S0904,"Figma, Python, JavaScript",Social Impact,Part-time,Creative,E-learning Gamification Platform
S0905,"Figma, AI, React",Finance,Full-time,Research,Smart Attendance System
S0906,"NodeJS, AI, Flask",Healthcare,Full-time,Technical,Smart Attendance System
S0907,"Python, NodeJS, C++, Java",Social Impact,Part-time,Research,Automated Resume Screener
S0908,"TensorFlow, Keras",Social Impact,Part-time,Creative,Smart Attendance System
S0909,"React, Python, AI, Java",Automation,Part-time,Research,E-learning Gamification Platform
S0910,"JavaScript, Java",Climate,Part-time,Research,Blockchain Voting System
S0911,"C++, Django, ML",Healthcare,Part-time,Technical,AI-powered Diet Planner
S0912,"Keras, C++, Django, Flask",Social Impact,Full-time,Creative,Voice-based Email Client
S0913,"AI, Django, ML",Healthcare,Full-time,Research,Automated Resume Screener
S0914,"Flask, AI, Keras, React",Climate,Part-time,Technical,Blockchain Voting System
S0915,"Django, React, Java, Keras",Social Impact,Full-time,Research,Smart Attendance System
S0916,"React, ML",Cybersecurity,Part-time,Research,E-learning Gamification Platform
S0917,"Django, ML",Automation,Full-time,Technical,Chatbot for Students
S0918,"ML, Django",Cybersecurity,Part-time,Research,Blockchain Voting System
S0919,"ML, Keras, Java, Figma",Healthcare,Full-time,Technical,E-learning Gamification Platform
S0920,"Django, Figma, NodeJS",Cybersecurity,Full-time,Creative,Automated Resume Screener
S0921,"Keras, NodeJS, Figma",Healthcare,Full-time,Creative,AI-powered Diet Planner
S0922,"Java, NodeJS, Flask",Healthcare,Full-time,Research,Blockchain Voting System
S0923,"React, NodeJS, JavaScript",Automation,Part-time,Creative,AI-powered Diet Planner
S0924,"AI, NodeJS",Climate,Full-time,Research,AI-powered Diet Planner
S0925,"Keras, React",Finance,Full-time,Technical,Blockchain Voting System
S0926,"Flask, JavaScript, Keras",Automation,Part-time,Technical,Finance Tracker Web App
S0927,"JavaScript, Figma, Java, AI",Healthcare,Full-time,Creative,Smart Attendance System
S0928,"React, JavaScript, Java",Education,Part-time,Research,AI-powered Diet Planner
S0929,"NodeJS, TensorFlow, C++, ML",Cybersecurity,Part-time,Creative,Automated Resume Screener
S0930,"Figma, Keras, JavaScript, Django",Cybersecurity,Full-time,Technical,Automated Resume Screener
S0931,"Python, AI",Education,Part-time,Research,Voice-based Email Client
S0932,"Keras, C++, Figma, Flask",Education,Full-time,Research,Blockchain Voting System
S0933,"Java, NodeJS, JavaScript",Healthcare,Full-time,Creative,Voice-based Email Client
S0934,"Figma, JavaScript, C++",Finance,Full-time,Research,Voice-based Email Client
S0935,"Python, Flask",Education,Full-time,Research,Finance Tracker Web App
S0936,"Django, ML, Java, Keras",Automation,Full-time,Creative,E-learning Gamification Platform
S0937,"AI, Python, NodeJS",Automation,Full-time,Research,Smart Attendance System
S0938,"Figma, Keras, Java, NodeJS",Climate,Full-time,Technical,E-learning Gamification Platform
S0939,"Java, React, Django",Education,Part-time,Creative,Mental Health UI Toolkit
S0940,"ML, C++, NodeJS, Python",Automation,Part-time,Technical,E-learning Gamification Platform
S0941,"ML, JavaScript, Java, TensorFlow",Finance,Full-time,Creative,Finance Tracker Web App
S0942,"AI, React, NodeJS, Keras",Social Impact,Full-time,Technical,Blockchain Voting System
S0943,"TensorFlow, Django, Java",Automation,Full-time,Creative,Voice-based Email Client
S0944,"NodeJS, Java, Python",Healthcare,Full-time,Creative,Automated Resume Screener
S0945,"Figma, AI",Climate,Part-time,Creative,Mental Health UI Toolkit
S0946,"Keras, Java, Python",Cybersecurity,Full-time,Creative,Voice-based Email Client
S0947,"React, NodeJS, JavaScript, Django",Automation,Part-time,Research,Finance Tracker Web App
S0948,"Java, Python",Automation,Full-time,Creative,Smart Attendance System
S0949,"Java, ML",Automation,Part-time,Research,E-learning Gamification Platform
S0950,"Java, Flask, ML, C++",Education,Full-time,Research,Voice-based Email Client
S0951,"Python, TensorFlow, React, NodeJS",Healthcare,Part-time,Research,AI-powered Diet Planner
S0952,"ML, TensorFlow, NodeJS",Education,Part-time,Creative,Smart Attendance System
S0953,"NodeJS, Keras, Java",Social Impact,Full-time,Research,Blockchain Voting System
S0954,"Python, AI, ML, Flask",Cybersecurity,Part-time,Creative,Voice-based Email Client
S0955,"Python, NodeJS, Java",Social Impact,Full-time,Creative,AI-powered Diet Planner
S0956,"ML, C++",Automation,Full-time,Creative,Blockchain Voting System
S0957,"Java, AI, C++, TensorFlow",Climate,Full-time,Research,Mental Health UI Toolkit
S0958,"Figma, ML, AI",Finance,Full-time,Creative,Smart Attendance System
S0959,"Figma, AI, Django",Education,Full-time,Research,AI-powered Diet Planner
S0960,"Keras, NodeJS, JavaScript, C++",Finance,Part-time,Research,Chatbot for Students
S0961,"React, Figma, Keras, C++",Social Impact,Full-time,Creative,Smart Attendance System
S0962,"AI, ML",Social Impact,Part-time,Research,Automated Resume Screener
S0963,"JavaScript, Python",Cybersecurity,Full-time,Technical,E-learning Gamification Platform
S0964,"JavaScript, TensorFlow, NodeJS",Cybersecurity,Full-time,Technical,Voice-based Email Client
S0965,"ML, React, Figma, JavaScript",Social Impact,Part-time,Technical,Blockchain Voting System
S0966,"AI, Figma, Python, React",Automation,Part-time,Research,Smart Attendance System
S0967,"Java, Keras, JavaScript",Climate,Part-time,Research,Blockchain Voting System
S0968,"NodeJS, Flask",Social Impact,Part-time,Technical,Finance Tracker Web App
S0969,"AI, TensorFlow, Java, JavaScript",Education,Part-time,Research,AI-powered Diet Planner
S0970,"NodeJS, ML, React",Education,Full-time,Research,Smart Attendance System
S0971,"Figma, ML",Education,Full-time,Technical,Mental Health UI Toolkit
S0972,"C++, JavaScript, ML, NodeJS",Climate,Part-time,Creative,Finance Tracker Web App
S0973,"Flask, NodeJS, Python, Keras",Climate,Full-time,Research,Finance Tracker Web App
S0974,"Keras, Python, ML",Education,Full-time,Technical,Mental Health UI Toolkit
S0975,"Java, React, Figma, ML",Climate,Full-time,Technical,AI-powered Diet Planner
S0976,"NodeJS, AI, Python, Keras",Finance,Part-time,Research,Mental Health UI Toolkit
S0977,"C++, Java, ML, Flask",Social Impact,Full-time,Technical,Voice-based Email Client
S0978,"Keras, NodeJS, Flask, ML",Education,Full-time,Technical,AI-powered Diet Planner
S0979,"TensorFlow, AI, React, NodeJS",Finance,Full-time,Research,Automated Resume Screener
S0980,"Django, ML",Social Impact,Part-time,Creative,Automated Resume Screener
S0981,"C++, TensorFlow, AI, Java",Climate,Part-time,Technical,Automated Resume Screener
S0982,"AI, TensorFlow",Education,Full-time,Technical,Mental Health UI Toolkit
S0983,"Python, JavaScript",Education,Full-time,Creative,Finance Tracker Web App
S0984,"TensorFlow, NodeJS",Automation,Full-time,Research,Finance Tracker Web App
S0985,"Java, NodeJS, Flask",Healthcare,Part-time,Creative,Finance Tracker Web App
S0986,"TensorFlow, Keras, JavaScript",Finance,Full-time,Technical,Mental Health UI Toolkit
S0987,"JavaScript, Flask, Java",Social Impact,Full-time,Creative,Voice-based Email Client
S0988,"TensorFlow, AI, Figma",Finance,Full-time,Technical,Mental Health UI Toolkit
S0989,"Figma, Flask, NodeJS, TensorFlow",Finance,Part-time,Research,Smart Attendance System
S0990,"Keras, Python, JavaScript, React",Social Impact,Full-time,Creative,Automated Resume Screener
S0991,"Flask, TensorFlow, C++, ML",Automation,Part-time,Creative,Finance Tracker Web App
S0992,"Figma, Python, ML, Flask",Cybersecurity,Full-time,Creative,Smart Attendance System
S0993,"Keras, React, Java, Django",Healthcare,Part-time,Creative,E-learning Gamification Platform
S0994,"AI, Flask, Keras, TensorFlow",Cybersecurity,Part-time,Creative,Chatbot for Students
S0995,"TensorFlow, Keras, Django",Automation,Part-time,Technical,Automated Resume Screener
S0996,"Django, C++",Social Impact,Part-time,Creative,Chatbot for Students
S0997,"Python, React, C++",Healthcare,Part-time,Research,E-learning Gamification Platform
S0998,"JavaScript, TensorFlow",Finance,Full-time,Research,Automated Resume Screener
S0999,"Java, AI, JavaScript",Cybersecurity,Full-time,Research,Mental Health UI Toolkit
S1000,"JavaScript, Python, ML",Finance,Full-time,Research,Automated Resume Screener
S1001,"C++, React, NodeJS, Python",Climate,Full-time,Technical,Voice-based Email Client
S1002,"React, AI",Automation,Full-time,Creative,Mental Health UI Toolkit
S1003,"JavaScript, TensorFlow, Python",Automation,Full-time,Creative,Blockchain Voting System
S1004,"Django, C++, AI",Education,Part-time,Technical,Smart Attendance System
S1005,"TensorFlow, JavaScript, NodeJS",Education,Part-time,Technical,Blockchain Voting System
S1006,"Flask, Java",Finance,Full-time,Research,Voice-based Email Client
S1007,"ML, JavaScript, Java",Healthcare,Full-time,Technical,Blockchain Voting System
S1008,"Django, Keras, ML, TensorFlow",Education,Full-time,Creative,Chatbot for Students
S1009,"NodeJS, C++, JavaScript",Climate,Full-time,Technical,Finance Tracker Web App
S1010,"Java, NodeJS, Keras, Figma",Finance,Part-time,Research,Mental Health UI Toolkit
S1011,"JavaScript, C++, Java",Education,Part-time,Research,E-learning Gamification Platform
S1012,"ML, Figma",Social Impact,Part-time,Research,Automated Resume Screener
S1013,"JavaScript, C++, Java, TensorFlow",Education,Full-time,Technical,Chatbot for Students
